text,ground_truth_labels
hi      here is a brilliant tried and tested home remedy for running nose   cough   constipation and more   https  www  babystaples  comhomemadeghutti    wishing you and your baby good health   www  babystaples  com  ,
do take him to the doctor he will help,
hi    my baby is 8 months old    his weight is 8 kg   is this normal    if not plz suggest me some weight gaining food,
its totally your decision what u want to feed your kid    i share my experience regarding this for my first i give her cerelac of all different flavors till 2years due to which she is not aware of actual taste of things      so for my second kid i dont give cerelac    just cook separate dish like moong ki dal   vegetables daliya   sweet daliya   suji ki kheer   salty suji with seasonal vegetables   soup   atta ka chilla   paneer spinach pancake    and many more    due to which my second kid know taste of things and eat with us when we sit for dinner or lunch or breakfast time and enjoy food     starting me some pain to cook separate for him but now when completed 1 year     i start slowly what we eat in daily    i,
hi mommies    my son is 5 months old and in the night sometimes his nose gets blocked and he cries a lot for that    when we put nazal drops it clears for sometime and it happens again      can u all suggest any solution    tia,
hi   its urgent pls suggest best summer powder for 16 months baby   garmi ki wajah se usko chote chote daane nikal aaye hai around neck and back  ,
eat sajjalu u will see better results,
hii mommies     my baby girl 9 months old frm last 5 days shes not eating anything she refuse to eat always she wants me to sit wit her nd she use to cry uncontrollably m tensiod about this plz help me regarding this      ty,
may be she is lactose intolerant   babies with lactose intolerance ar not at all able to digest milk   plz check with your pediatrician for it  ,
which foot left or right,
hi mummys i m new and my baby girl 3month ki hai pr ab patli hoti ja rhi hai huyi thi tb healthy thi tell me mai kya kru pls tell me,
14mnths baby ke liye khichdi ki yummy recipe btaye       mei toh sirf jeera n namak ka tadka lgakr 3 seeti lgakr bnati hu which does nt look yummy        ,
my 2mnths old baby used to sleep in the morning and awake whole night   bt from last 3days she dsnt want to sleep in the morning in bed bt in lap or on shoulder she is sleeping   how do i stop it   nd make her to do her sleep in bed  ,
hello   moms   meri beti 18 month k h uski problem y h k vo 1 month s kuch kha nhi rhi h        bus dudh piti h        thoda bhut khati b h to susu k sath potty kr deti h        plz iske liy kuch btay      thank u  hello   mother   my daughter is 18 months   she has a problem with her problem   she is not eating anything for 1 months         just milk is pt         if she eats a little too much then she can do it with susu         please do something for this       thank you    rate this translation,
hello needed an advice what was ur age while laproscopy,
bahut bura hal mera beta bhi bahut rota h garmi ki wajah se bhukh ki wajah na jane se kis wajah se,
hiii  my baby is 10 month old      weight is 7  3kg    wo khana khane k bad turant potty kr deti hai   koe b khana ya dudh ho to bhi   so what can i doo pls help me i am worry   ,
hello moms      mera beta 4 months ka kl ho jaega    idhar 1 week se wo mera doodh achese na pee rha or din me 23 baar mei use bottle ka b dete hi     taki bahar jane me koi problem na kare    bottle seto bilkul na pee rha    fr mei wohi doodh use katori chmmch se pilate hu to pee lete h    kbi 2 khte h nzar b lg jati h     so wo b utaardi  tb b na pee rha    idhar mujhe wo kmzor b lg the     plss help me    n give some solutions asp        hello moms       my son will be 4 months tomorrow     here he was not drinking my 1 week and in the day   i also give him a bottle of bottle   so that i dont have any problem to go out     the bottle is not drinking at all     in the fur   i drink it with a bowl of spoon   i drink it     sometimes it is said that you look at me     show that too   i was not drinking     here i was a lg     in the help     dont give me a lot of you          rate this translation,
ek bar m kitne potato le skte hai  ,
helo frinds  mujhe 3 months se date one week jaldi ata tha   but esbar 28 ko tha today 30    2 days hi jadya huvahy  aj hum pragancy test karithi results ye ayahy     kya ye positive hy ya negative  3 months back mis carriage bhi huvahy  plz help me,
may be he has cough nd cold     observe him but dnt give any typ of medicine     baby will recover himself within 34 days     just try to feed him on regular basis    ,
this is very necessary to take milk with ghee for normal delivery                  ,
which food give my 8months old baby girl   plus tell me,
if heart beats more than 142 then its girl or if below 142 its boy         generally boy heart beats are lower than girl     bt enjoy pregnancy thats most important      both r equal nw days,
kitne time me weight kam hua,
as curd is sour in taste   it react with steel to form poison  ,
weight depends on height too      if ur baby is taller than his peers  then no worry,
hello moms   kya small baby ki taraf back krke nai sote   my daughter is 22 days old  plz give suggestions  thanx in advance  ,
my baby is 5 mnth  yesterday he had red spot on potty side      he is crying     what to do  ,
for weight gain in toddler give them foods like banana   milk   nuts   add ghee to their diet   give them a healthy diet   toddlers need more energy than others because they do a lot of activity   so focus on a healthy and nutritious diet not on weight gain   if the child is active and achieving the milestone on time there is nothing to worry about  ,
how to improve english speaking in kids,
so sad bhai ji  am sry bhai ji,
aap ke baby ki toni pak gye the kya   jo swell ho gye hai,
dear all      post my second delivery i m facing more health issues    today is the 32 nd day my face neck spine part every part big boils appears one after one   back to back  dnt knw y it is coming      it is paining      gyn prescribed tablets which is not effective      any remedies,
it contains sodium  its not good for kidney  instead use himalaya bonnison syrup  not regularly  only when baby has stomach discomfort,
you can give all sought of your family foods in the form of paste and smoothies   meals should be 34 slowly increasing to 45 times a day   breastmilk should be supplemental and no other milk should be given   keep quantity which is filling your babys tummy in one meal   ,
sankari k das thanks i will defntly try,
my 11 month old son doesnt chew much    i have to crush everything  feed him   is there any solution to it,
cyrup or tablets are available at medical store  brought according to childs age or can visit doctor they can give better  d warming must b done at every 6 months  ,
do some floor exercise,
yes      veg soup      if u eat non veg then u can given chicken soup also after 6 mth nd after 7mth egg yolk which is health fr babies,
hi mommies my baby is 11 months running      her weight is low    doctor said that give everything to her    but she rejects    n also every one hour me feed karne ke liye bola      i have given rice n two types crelac  dalia n oats      our kya kya dedu  pls tell me what should i give every one hour      ,
mera beta abhi 6 month complete hua abhi me use kuch khane ke liye start kurungi to pls suggest me use first time kya du          ,
vidhya havnur joshi     yes may be     i agree        see what was the question about and so she or he wrote to ask ping or inbox      ,
